Commodity Code,O*NET-SOC Code,O*NET-SOC Title,T2 Type,T2 Example,Commodity Title
43232110,"21-1022.00","Medical and Public Health Social Workers","Technology","Microsoft Excel","Spreadsheet software"
43232106,"21-1022.00","Medical and Public Health Social Workers","Technology","Microsoft PowerPoint","Presentation software"
43232112,"21-1022.00","Medical and Public Health Social Workers","Technology","Microsoft Publisher","Desktop publishing software"
43232104,"21-1022.00","Medical and Public Health Social Workers","Technology","Microsoft Word","Word processing software"
43232610,"21-1022.00","Medical and Public Health Social Workers","Technology","Social Solutions ETO Software","Medical software"
43232705,"21-1022.00","Medical and Public Health Social Workers","Technology","Web browser software","Internet browser software"
43211507,"21-1023.00","Mental Health and Substance Abuse Social Workers","Tools","Desktop computers","Desktop computers"
43232112,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Adobe Systems Adobe PageMaker","Desktop publishing software"
43232610,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Client records software","Medical software"
43232306,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Command Systems ComServe","Data base user interface and query software"
43233501,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Email software","Electronic mail software"
43232705,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Microsoft Internet Explorer","Internet browser software"
43232106,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Microsoft PowerPoint","Presentation software"
43232104,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Microsoft Word","Word processing software"
43231513,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Microsoft Works","Office suite software"
43232610,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Social Solutions ETO Software","Medical software"
43232110,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Spreadsheet software","Spreadsheet software"
43232705,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Web browser software","Internet browser software"
43232104,"21-1023.00","Mental Health and Substance Abuse Social Workers","Technology","Word processing software","Word processing software"
52161516,"21-1091.00","Health Educators","Tools","Digital video disk DVD players","Digital video disk players or recorders"
43211508,"21-1091.00","Health Educators","Tools","Personal computers","Personal computers"
43211504,"21-1091.00","Health Educators","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
44101501,"21-1091.00","Health Educators","Tools","Photocopying equipment","Photocopiers"
43232306,"21-1091.00","Health Educators","Technology","Microsoft Access","Data base user interface and query software"
43232110,"21-1091.00","Health Educators","Technology","Microsoft Excel","Spreadsheet software"
43231513,"21-1091.00","Health Educators","Technology","Microsoft Office","Office suite software"
43233501,"21-1091.00","Health Educators","Technology","Microsoft Outlook","Electronic mail software"
43232104,"21-1091.00","Health Educators","Technology","Microsoft Word","Word processing software"
52161515,"23-1011.00","Lawyers","Tools","Compact disk CD recorders","Compact disk players or recorders"
43211503,"23-1011.00","Lawyers","Tools","Laptop computers","Notebook computers"
45111607,"23-1011.00","Lawyers","Tools","Overhead projectors","Overhead projectors"
43211508,"23-1011.00","Lawyers","Tools","Personal computers","Personal computers"
43211504,"23-1011.00","Lawyers","Tools","Personal digital assistants PDA","Personal digital assistant PDAs or organizers"
43232306,"23-1011.00","Lawyers","Technology","Abacus Data Systems AbacusLaw","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","ADERANT Expert Matter Center","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Advanced Technologies Class Act","Data base user interface and query software"
43232202,"23-1011.00","Lawyers","Technology","Anacomp CaseLogistix","Document management software"
43232306,"23-1011.00","Lawyers","Technology","Argosy Legal Systems Power Closer","Data base user interface and query software"
43231601,"23-1011.00","Lawyers","Technology","BQE Software BillQuick","Accounting software"
43232306,"23-1011.00","Lawyers","Technology","Canyon Solutions Jcats software","Data base user interface and query software"
43232202,"23-1011.00","Lawyers","Technology","Captaris Alchemy","Document management software"
43233501,"23-1011.00","Lawyers","Technology","Catalyst Repository Systems CatalystXE","Electronic mail software"
43232306,"23-1011.00","Lawyers","Technology","Client Profiles Case Management","Data base user interface and query software"
43232108,"23-1011.00","Lawyers","Technology","CompuLaw Vision","Calendar and scheduling software"
43232306,"23-1011.00","Lawyers","Technology","Computer Sciences Corporation Legal Solutions Suite","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Corporatek EnAct Platinum","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Creative Data Solutions DuProcess","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Crocodile Consulting Traffic Control","Data base user interface and query software"
43232202,"23-1011.00","Lawyers","Technology","CT hCue","Document management software"
43232202,"23-1011.00","Lawyers","Technology","CT Summation iBlaze","Document management software"
43231507,"23-1011.00","Lawyers","Technology","Customer Expressions i-Sight software","Project management software"
43232306,"23-1011.00","Lawyers","Technology","De Novo Systems De Novo CaseMgr","Data base user interface and query software"
43232605,"23-1011.00","Lawyers","Technology","Direct Hit Systems THREADS","Analytical or scientific software"
43232306,"23-1011.00","Lawyers","Technology","DPS Software General Litigation","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Economic Analysis Group CaseTrack","Data base user interface and query software"
43232309,"23-1011.00","Lawyers","Technology","Fastcase","Information retrieval or search software"
43232202,"23-1011.00","Lawyers","Technology","FTI Ringtail Legal","Document management software"
43231601,"23-1011.00","Lawyers","Technology","Genlex CaseAce","Accounting software"
43232306,"23-1011.00","Lawyers","Technology","HiPerSoft Practice Information Powertool","Data base user interface and query software"
43232106,"23-1011.00","Lawyers","Technology","IDEA TrialPro","Presentation software"
43232202,"23-1011.00","Lawyers","Technology","Immigrant Software Immigrant Professional","Document management software"
43232106,"23-1011.00","Lawyers","Technology","inData TrialDirector","Presentation software"
43232202,"23-1011.00","Lawyers","Technology","Iron Mountain Accutrac","Document management software"
43232306,"23-1011.00","Lawyers","Technology","Juris","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Lawex TrialWorks software","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Legal Files Software","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","LexisNexis CaseMap","Data base user interface and query software"
43231601,"23-1011.00","Lawyers","Technology","LexisNexis Lexis Back Office","Accounting software"
43232309,"23-1011.00","Lawyers","Technology","LexisNexis software","Information retrieval or search software"
43232306,"23-1011.00","Lawyers","Technology","LT Online Corporation LAWTRAC","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Microsoft Access","Data base user interface and query software"
43232110,"23-1011.00","Lawyers","Technology","Microsoft Excel","Spreadsheet software"
43232106,"23-1011.00","Lawyers","Technology","Microsoft PowerPoint","Presentation software"
43232202,"23-1011.00","Lawyers","Technology","Mumboe software","Document management software"
43232306,"23-1011.00","Lawyers","Technology","Nolo Quicken Legal Business Pro","Data base user interface and query software"
43233501,"23-1011.00","Lawyers","Technology","Novell GroupWise","Electronic mail software"
43232202,"23-1011.00","Lawyers","Technology","Nuance PaperPort Professional","Document management software"
43232306,"23-1011.00","Lawyers","Technology","Orion Law Management Systems Orion","Data base user interface and query software"
43231507,"23-1011.00","Lawyers","Technology","Practice Technology Prevail","Project management software"
43232202,"23-1011.00","Lawyers","Technology","ProDoc","Document management software"
43232306,"23-1011.00","Lawyers","Technology","Saga Practice Manager","Data base user interface and query software"
43231605,"23-1011.00","Lawyers","Technology","Sage Software Timeslips","Time accounting software"
43231601,"23-1011.00","Lawyers","Technology","SMEsource BillingOrchard","Accounting software"
43232306,"23-1011.00","Lawyers","Technology","Software Technology PracticeMaster software","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","SUSTAIN Justice Edition","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Synergy International Systems Synergy CaseTrack","Data base user interface and query software"
43232306,"23-1011.00","Lawyers","Technology","Thomson Elite ProLaw READY","Data base user interface and query software"
43232202,"23-1011.00","Lawyers","Technology","Thomson West Cowles Estate Practice System","Document management software"
43232309,"23-1011.00","Lawyers","Technology","Thomson West WestlawPRO","Information retrieval or search software"
43231601,"23-1011.00","Lawyers","Technology","TimeSolv Legal","Accounting software"
